"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur #1-14, Bogotá, Colombia","14/06/2026","1:25:14 PM","2 min, 7 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cl. 47 Sur #19, Bogotá, Colombia","14/06/2026","1:25:36 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","1:25:41 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","1:25:41 PM","1 min, 40 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","1:27:21 PM","10 hr, 32 min, 38 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","15/06/2026","12:00:00 AM","24 hr, 0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/06/2026","12:00:00 AM","6 hr, 1 min, 6 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/06/2026","6:01:06 AM","51 min, 20 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/06/2026","6:01:06 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cl. 47 Sur # 1-11, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/06/2026","6:01:06 AM","9 min, 13 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cl. 47 Sur #1-99 a 1-83, Bogotá, Colombia","16/06/2026","6:10:47 AM","0 min, 0 seg","0.09"
"NOX568 ","Conductor NOX568","Inactivo","Cra. 3 Este #9a-70, Bogotá, Colombia","16/06/2026","6:39:07 AM","1 min, 40 seg","5.23"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","6:52:25 AM","0 min, 0 seg","8.07"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","6:52:26 AM","0 min, 0 seg","8.07"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","6:52:56 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","6:52:56 AM","0 min, 10 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","6:53:06 AM","1 hr, 12 min, 39 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:05:45 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:05:47 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:08:09 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:08:10 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:13:17 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:13:17 AM","0 min, 50 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","16/06/2026","8:14:07 AM","0 min, 0 seg","0"
