,date,ncode,predicted_value
116,260819231723,3723,50.65007454934892
117,260819232139,3703,50.37058053390225
118,260819232554,3666,49.853516605325915
119,260819233009,3659,49.75569369991958
120,260819233424,3625,49.28055387366025
121,260819233839,3596,48.87528755126259
122,260819234254,3599,48.91721165357958
123,260819234709,3552,48.260400717279914
124,260819235124,3505,47.60358978098024
125,260819235539,3473,47.156399356265574
126,260819235954,3442,46.72318363232325
127,260820000409,3423,46.45766431764891
128,260820000824,3413,46.317917309925576
129,260820001239,3407,46.234069105291574
130,260820001654,3354,45.49340996435791
131,260820002109,3332,45.18596654736657
132,260820002524,3295,44.668902618790234
133,260820002939,3250,44.04004108403524
134,260820003354,3214,43.536951856231234
135,260820003809,3178,43.03386262842724
136,260820004224,3129,42.3491022905829
137,260820004639,3076,41.60844314964923
138,260820005054,3040,41.10535392184523
139,260820005509,3004,40.60226469404123
140,260820005924,2965,40.05725136392022
141,260820010339,2946,39.791732049245894
142,260820010754,2902,39.17684521526323
143,260820011209,2865,38.65978128668689
144,260820011624,2822,38.05886915347656
145,260820012039,2803,37.79334983880222
146,260820012454,2806,37.83527394111922
147,260820012909,2771,37.34615941408755
148,260820013324,2759,37.17846300481955
149,260820013739,2761,37.20641240636422
150,260820014154,2750,37.05269069786855
151,260820014609,2731,36.78717138319421
152,260820015024,2712,36.521652068519884
153,260820015439,2696,36.29805685616255
154,260820015854,2683,36.11638574612221
155,260820020309,2665,35.864841132220214
156,260820020725,2655,35.725094124496884
157,260820021140,2646,35.59932181754588
158,260820021555,2616,35.18008079437588
159,260820022010,2598,34.92853618047388
160,260820022425,2571,34.55121925962088
161,260820022840,2546,34.20185174031255
162,260820023255,2505,33.62888900864688
163,260820023710,2483,33.32144559165555
164,260820024125,2459,32.98605277311954
165,260820024540,2446,32.80438166307921
166,260820024955,2432,32.60873585226655
167,260820025410,2397,32.11962132523488
168,260820025825,2399,32.14757072677954
169,260820030240,2366,31.68640560129254
170,260820030655,2342,31.35101278275654
171,260820031110,2331,31.197291074260875
172,260820031525,2319,31.029594664992874
173,260820031940,2293,30.666252444912207
174,260820032355,2314,30.959721161131206
175,260820032810,2277,30.442657232554875
176,260820033225,2260,30.205087319425203
177,260820033640,2249,30.05136561092954
178,260820034055,2257,30.163163217108206
179,260820034510,2225,29.715972792393536
180,260820034925,2226,29.729947493165874
181,260820035340,2216,29.59020048544254
182,260820035755,2190,29.22685826536187
183,260820040210,2161,28.8215919429642
184,260820040625,2130,28.38837621902187
185,260820041040,2133,28.430300321338866
186,260820041455,2126,28.332477415932534
187,260820041910,2075,27.619767676543532
188,260820042325,2070,27.549894172681864
189,260820042740,2048,27.24245075569053
190,260820043155,2029,26.976931441016198
191,260820043610,2019,26.837184433292865
192,260820044025,1975,26.222297599310195
193,260820044440,1975,26.222297599310195
194,260820044855,2000,26.571665118618533
195,260820045311,2004,26.62756392170786
196,260820045726,1966,26.096525292359196
197,260820050141,1953,25.914854182318862
198,260820050556,1956,25.956778284635863
199,260820051011,1932,25.621385466099863
200,260820051426,1918,25.425739655287195
201,260820051426,1918,25.425739655287195
202,260820051426,1918,25.425739655287195
203,260820051841,1876,24.838802222849193
204,260820052256,1867,24.713029915898193
205,260820052711,1847,24.433535900451524
206,260820053126,1842,24.363662396589856
207,260820053541,1816,24.000320176509188
208,260820053955,1781,23.51120564947752
209,260820054410,1763,23.259661035575522
210,260820054825,1746,23.022091122445854
211,260820055240,1752,23.105939327079856
212,260820055655,1728,22.770546508543855
213,260820060110,1728,22.770546508543855
214,260820060525,1703,22.421178989235518
215,260820060941,1690,22.239507879195187
216,260820061356,1685,22.169634375333516
217,260820061356,1685,22.169634375333516
218,260820061811,1654,21.736418651391183
219,260820062226,1620,21.26127882513185
220,260820062641,1601,20.995759510457518
221,260820063056,1584,20.758189597327846
222,260820063511,1568,20.534594384970514
223,260820063926,1540,20.143302763345183
224,260820064341,1519,19.84983404712618
225,260820064755,1503,19.626238834768845
226,260820065210,1489,19.430593023956177
227,260820065625,1481,19.318795417777512
228,260820070040,1470,19.165073709281845
229,260820070454,1455,18.955453197696844
230,260820070909,1429,18.592110977616173
231,260820071324,1431,18.62006037916084
232,260820071739,1426,18.550186875299175
233,260820072154,1406,18.27069285985251
234,260820072608,1380,17.907350639771842
235,260820073023,1381,17.921325340544175
236,260820073438,1377,17.86542653745484
237,260820073854,1377,17.86542653745484
238,260820074308,1333,17.250539703472175
239,260820074723,1332,17.236565002699837
240,260820075138,1309,16.91514688493617
241,260820075553,1304,16.845273381074506
242,260820080008,1282,16.537829964083173
243,260820080422,1257,16.188462444774835
244,260820080837,1263,16.272310649408837
245,260820081252,1228,15.78319612237717
246,260820081707,1227,15.769221421604835
247,260820082122,1234,15.867044327011168
248,260820082537,1230,15.811145523921837
249,260820082952,1195,15.322030996890168
250,260820083407,1176,15.056511682215833
251,260820083828,1190,15.2521574930285
252,260820084243,1185,15.182283989166834
253,260820084658,1179,15.098435784532834
254,260820085113,1168,14.944714076037167
255,260820085528,1175,15.0425369814435
256,260820085943,1160,14.8329164698585
257,260820090358,1136,14.4975236513225
258,260820090813,1127,14.3717513443715
259,260820090813,1127,14.3717513443715
260,260820091228,1114,14.190080234331166
261,260820091643,1103,14.036358525835498
262,260820092058,1114,14.190080234331166
263,260820092513,1099,13.980459722746165
264,260820092928,1104,14.050333226607831
265,260820093343,1077,13.67301630575483
266,260820093758,1098,13.966485021973831
267,260820094213,1105,14.064307927380165
268,260820094628,1080,13.714940408071831
269,260820095043,1103,14.036358525835498
270,260820095458,1091,13.868662116567497
271,260820095913,1070,13.575193400348496
272,260820100328,1034,13.072104172544496
273,260820100743,1034,13.072104172544496
274,260820101158,1063,13.477370494942162
275,260820101613,1076,13.659041604982496
276,260820102028,1069,13.561218699576163
277,260820102444,1071,13.58916810112083
278,260820102859,1019,12.862483660959496
279,260820103314,1005,12.666837850146829
280,260820103729,1021,12.890433062504162
281,260820104144,1046,13.239800581812496
282,260820104559,1036,13.100053574089161
283,260820105014,1005,12.666837850146829
284,260820105429,984,12.373369133927827
285,260820105844,941,11.772457000717491
286,260820110259,976,12.26157152774916
287,260820110714,978,12.289520929293827
288,260820111128,975,12.247596826976826
289,260820111543,957,11.996052213074826
290,260820111958,986,12.401318535472495
291,260820112413,974,12.233622126204493
292,260820112828,970,12.17772332311516
293,260820113243,946,11.84233050457916
294,260820113658,927,11.576811189904824
295,260820114113,967,12.135799220798159
296,260820114526,937,11.716558197628158
297,260820114941,905,11.269367772913492
298,260820115356,878,10.89205085206049
299,260820115811,834,10.277164018077821
300,260820120226,808,9.913821797997153
301,260820120641,792,9.69022658563982
302,260820121056,775,9.452656672510154
303,260820121511,751,9.117263853974153
304,260820121926,749,9.089314452429486
305,260820122341,719,8.670073429259483
306,260820122756,710,8.544301122308484
307,260820123212,688,8.23685770531715
308,260820123627,656,7.789667280602482
309,260820124042,635,7.496198564383482
310,260820124457,638,7.538122666700481
311,260820124912,628,7.398375658977148
312,260820125327,617,7.24465395048148
313,260820125742,603,7.049008139668813
314,260820130157,565,6.517969510320145
315,260820130612,551,6.322323699507478
316,260820131027,549,6.294374297962811
317,260820131444,569,6.573868313409479
318,260820131859,557,6.406171904141479
319,260820132314,526,5.972956180199144
320,260820132729,492,5.497816353939809
321,260820133144,467,5.148448834631475
322,260820133559,437,4.729207811461474
323,260820134014,426,4.575486102965807
324,260820134429,409,4.3379161898361405
325,260820134844,399,4.198169182112807
326,260820135259,404,4.268042685974473
327,260820135714,413,4.393814992925473
328,260820140128,401,4.226118583657473
329,260820140543,359,3.639181151219471
330,260820140958,358,3.625206450447138
331,260820141413,331,3.2478895295941372
332,260820141828,310,2.9544208133751364
333,260820142242,357,3.6112317496748045
334,260820142657,413,4.393814992925473
335,260820143112,452,4.938828323046475
336,260820143527,430,4.63138490605514
337,260820143941,392,4.100346276706473
338,260820144400,372,3.8208522612598057
339,260820144815,359,3.639181151219471
340,260820145230,326,3.17801602573247
341,260820145645,307,2.9124967110581363
342,260820150059,282,2.563129191749802
343,260820150514,276,2.4792809871158017
344,260820150929,256,2.1997869716691345
345,260820151344,247,2.074014664718134
346,260820151759,243,2.0181158616288006
347,260820152214,253,2.1578628693521344
348,260820152629,255,2.185812270896801
349,260820153044,236,1.9202929562224669
350,260820153459,238,1.9482423577671337
351,260820153914,235,1.9063182554501332
352,260820154329,237,1.9342676569948
353,260820154744,232,1.8643941531331332
354,260820155159,236,1.9202929562224669
355,260820155614,230,1.8364447515884663
356,260820160029,235,1.9063182554501332
357,260820160444,204,1.473102531507799
358,260820160900,181,1.1516844137441318
359,260820161314,181,1.1516844137441318
360,260820161728,184,1.1936085160611318
361,260820162143,214,1.6128495392311328
362,260820162558,205,1.4870772322801322
363,260820163013,235,1.9063182554501332
364,260820163429,233,1.8783688539054668
365,260820163844,236,1.9202929562224669
366,260820164301,233,1.8783688539054668
367,260820164716,237,1.9342676569948
368,260820165131,236,1.9202929562224669
369,260820165546,245,2.0460652631734675
370,260820170001,242,2.004141160856467
371,260820170416,236,1.9202929562224669
372,260820170831,200,1.4172037284184653
373,260820171245,210,1.5569507361417991
374,260820171658,216,1.6407989407757995
375,260820172113,216,1.6407989407757995
376,260820172528,216,1.6407989407757995
377,260820172943,216,1.6407989407757995
378,260820173358,216,1.6407989407757995
379,260820173813,216,1.6407989407757995
380,260820174228,216,1.6407989407757995
381,260820174643,236,1.9202929562224669
382,260820175058,317,3.05224371878147
383,260820175513,393,4.114320977478806
384,260820175927,461,5.064600629997475
385,260820180342,528,6.000905581743811
386,260820180801,609,7.132856344302814
387,260820181216,674,8.041211894504483
388,260820181631,736,8.907643342389152
389,260820182046,811,9.955745900314154
390,260820182501,880,10.920000253605156
391,260820182916,938,11.730532898400492
392,260820183331,1000,12.596964346285162
393,260820183746,1068,13.547243998803829
394,260820184201,1130,14.413675446688499
395,260820184616,1188,15.224208091483835
396,260820185031,1218,15.643449114653837
397,260820185446,1242,15.978841933189837
398,260820185902,1311,16.943096286480838
399,260820190317,1371,17.781578332820843
400,260820190732,1419,18.452363969892843
401,260820191147,1498,19.55636533090718
402,260820191602,1554,20.338948574157847
403,260820192017,1597,20.939860707368183
404,260820192432,1671,21.973988564520848
405,260820192847,1731,22.812470610860853
406,260820193302,1788,23.609028554883853
407,260820193717,1851,24.48943470354086
408,260820194132,1977,26.250247000854863
409,260820194547,1980,26.292171103171864
410,260820195002,1991,26.44589281166753
411,260820195417,1971,26.16639879622086
412,260820195832,2026,26.935007338699197
413,260820200247,2083,27.7315652827222
414,260820200702,2171,28.961338950687534
415,260820201117,2205,29.43647877694687
416,260820201532,2287,30.58240424027821
417,260820201947,2332,31.21126577503321
418,260820202402,2392,32.04974782137321
419,260820202817,2451,32.874255166940884
420,260820203232,2505,33.62888900864688
421,260820203647,2550,34.25775054340188
422,260820204102,2613,35.13815669205888
423,260820204517,2680,36.07446164380522
424,260820204932,2728,36.74524728087722
425,260820205347,2791,37.62565342953422
426,260820205802,2846,38.39426197201256
427,260820210217,2863,38.631831885142226
428,260820210632,2916,39.37249102607589
429,260820211047,2948,39.81968145079056
430,260820211502,2995,40.47649238709023
431,260820211917,2957,39.94545375774156
432,260820212332,3005,40.61623939481356
433,260820212747,2970,40.127124867781895
434,260820213202,2925,39.49826333302689
435,260820213617,2895,39.07902230985689
436,260820214032,2831,38.18464146042756
437,260820214447,2811,37.905147444980884
438,260820214903,2799,37.73745103571289
439,260820215318,2730,36.77319668242188
440,260820215733,2708,36.46575326543056
441,260820220148,2661,35.808942329130886
442,260820220603,2639,35.50149891213955
443,260820221018,2629,35.36175190441622
444,260820221433,2631,35.389701305960884
445,260820221848,2634,35.43162540827788
446,260820222303,2580,34.67699156657188
447,260820222718,2565,34.46737105498688
448,260820223133,2540,34.11800353567855
449,260820223548,2522,33.86645892177655
450,260820224003,2522,33.86645892177655
451,260820224418,2500,33.559015504785215
452,260820224833,2484,33.335420292427884
453,260820225248,2469,33.12579978084288
454,260820225703,2448,32.83233106462388
455,260820230118,2411,32.315267136047545
456,260820230533,2373,31.784228506698874
457,260820230948,2347,31.420886286618206
458,260820231403,2320,31.043569365765208
459,260820231818,2277,30.442657232554875
460,260820232233,2223,29.688023390848873
461,260820232648,2188,29.198908863817206
462,260820233103,2190,29.22685826536187
463,260820233518,2160,28.80761724219187
464,260820233933,2108,28.080932802030535
465,260820234348,2107,28.0669581012582
466,260820234803,2098,27.9411857943072
467,260820235218,2075,27.619767676543532
468,260820235633,2034,27.046804944877863
469,260821000048,2019,26.837184433292865
470,260821000503,2017,26.809235031748198
471,260821000918,1986,26.376019307805866
472,260821001333,2015,26.78128563020353
473,260821001748,1978,26.264221701627196
474,260821002203,1959,25.99870238695286
475,260821002618,1988,26.40396870935053
476,260821003034,1986,26.376019307805866
477,260821003449,1926,25.53753726146586
478,260821003904,1938,25.70523367073386
479,260821004319,1911,25.32791674988086
480,260821004734,1912,25.341891450653193
481,260821005149,1921,25.467663757604193
482,260821005604,1923,25.49561315914886
483,260821010019,1892,25.062397435206528
484,260821010434,1880,24.894701025938524
485,260821010849,1859,24.601232309719528
486,260821011304,1860,24.615207010491858
487,260821011719,1848,24.447510601223858
488,260821012134,1846,24.41956119967919
489,260821012549,1812,23.944421373419857
490,260821013004,1816,24.000320176509188
491,260821013419,1802,23.80467436569652
492,260821013834,1791,23.650952657200857
493,260821014249,1775,23.427357444843523
494,260821014704,1749,23.064015224762855
495,260821015119,1743,22.980167020128853
496,260821015534,1718,22.63079950082052
497,260821015949,1726,22.742597106999188
498,260821015949,1726,22.742597106999188
499,260821020404,1739,22.92426821703952
500,260821020819,1754,23.133888728624523
501,260821021234,1767,23.315559838664853
502,260821021649,1781,23.51120564947752
503,260821022104,1795,23.70685146029019
504,260821022519,1809,23.902497271102856
505,260821022934,1824,24.112117782687857
506,260821023349,1837,24.29378889272819
507,260821023804,1844,24.391611798134523
508,260821024219,1839,24.32173829427286
509,260821024634,1810,23.91647197187519
510,260821025049,1846,24.41956119967919
511,260821025504,1857,24.57328290817486
512,260821025919,1835,24.265839491183524
513,260821030334,1859,24.601232309719528
514,260821030749,1825,24.12609248346019
515,260821031204,1828,24.16801658577719
516,260821031620,1801,23.79069966492419
517,260821032035,1777,23.45530684638819
518,260821032450,1828,24.16801658577719
519,260821032905,1853,24.517384105085526
520,260821033320,1875,24.82482752207686
521,260821033735,1894,25.09034683675119
522,260821034150,1912,25.341891450653193
523,260821034605,1930,25.593436064555195
524,260821035020,1948,25.844980678457194
525,260821035435,1966,26.096525292359196
526,260821035850,1984,26.3480699062612
527,260821040305,2001,26.585639819390863
528,260821040720,2018,26.823209732520528
529,260821041135,2034,27.046804944877863
530,260821041550,2051,27.28437485800753
531,260821042005,2066,27.493995369592533
532,260821042420,2082,27.717590581949864
533,260821042835,2096,27.91323639276253
534,260821043250,2110,28.1088822035752
535,260821043705,2123,28.290553313615533
536,260821044120,2136,28.472224423655867
537,260821044535,2149,28.6538955336962
538,260821044950,2161,28.8215919429642
539,260821045405,2173,28.9892883522322
540,260821045820,2184,29.14301006072787
541,260821050235,2195,29.296731769223538
542,260821050650,2207,29.464428178491538
543,260821051105,2218,29.618149886987204
544,260821051520,2229,29.77187159548287
545,260821051935,2239,29.911618603206204
546,260821052350,2248,30.037390910157203
547,260821052805,2257,30.163163217108206
548,260821053220,2267,30.30291022483154
549,260821053635,2276,30.42868253178254
550,260821054050,2284,30.540480137961204
551,260821054505,2292,30.652277744139873
552,260821054920,2300,30.76407535031854
553,260821055335,2308,30.875872956497208
554,260821055750,2316,30.987670562675873
555,260821060205,2324,31.099468168854543
556,260821060621,2329,31.16934167271621
557,260821061036,2334,31.239215176577876
558,260821061451,2339,31.309088680439544
559,260821061906,2344,31.37896218430121
560,260821062321,2350,31.46281038893521
561,260821062736,2356,31.54665859356921
562,260821063151,2362,31.63050679820321
563,260821063606,2368,31.71435500283721
564,260821064021,2373,31.784228506698874
565,260821064436,2377,31.84012730978821
566,260821064851,2381,31.896026112877543
567,260821065306,2384,31.937950215194544
568,260821065721,2388,31.99384901828388
569,260821070136,2392,32.04974782137321
570,260821070551,2396,32.105646624462544
571,260821071006,2400,32.16154542755188
572,260821071421,2404,32.21744423064121
573,260821071836,2404,32.21744423064121
574,260821072251,2407,32.25936833295821
575,260821072706,2409,32.28731773450288
576,260821073121,2412,32.329241836819875
577,260821073536,2415,32.37116593913688
578,260821073951,2418,32.41309004145388
579,260821074406,2421,32.455014143770875
580,260821074821,2423,32.48296354531555
581,260821075236,2425,32.51091294686021
582,260821075651,2428,32.552837049177214
583,260821080106,2431,32.59476115149422
584,260821080521,2433,32.62271055303888
585,260821080936,2436,32.66463465535588
586,260821081351,2438,32.69258405690054
587,260821081806,2441,32.73450815921755
588,260821082221,2443,32.762457560762215
589,260821082636,2445,32.79040696230688
590,260821083051,2446,32.80438166307921
591,260821083506,2448,32.83233106462388
592,260821083921,2449,32.84630576539621
593,260821084336,2449,32.84630576539621
594,260821084751,2450,32.86028046616855
595,260821085206,2452,32.888229867713214
596,260821085622,2453,32.902204568485544
597,260821090037,2454,32.916179269257874
598,260821090452,2455,32.93015397003022
599,260821090907,2457,32.95810337157488
600,260821091322,2459,32.98605277311954
601,260821091737,2460,33.00002747389188
602,260821092152,2463,33.041951576208874
603,260821092607,2465,33.06990097775355
604,260821093022,2466,33.08387567852588
605,260821093437,2468,33.111825080070545
606,260821093852,2469,33.12579978084288
607,260821094307,2470,33.13977448161521
608,260821094722,2470,33.13977448161521
609,260821095137,2470,33.13977448161521
610,260821095552,2470,33.13977448161521
611,260821100007,2470,33.13977448161521
612,260821100422,2470,33.13977448161521
613,260821100837,2470,33.13977448161521
614,260821101252,2470,33.13977448161521
615,260821101707,2470,33.13977448161521
616,260821102122,2470,33.13977448161521
617,260821102537,2471,33.15374918238754
618,260821102952,2471,33.15374918238754
619,260821103407,2472,33.16772388315988
620,260821103822,2472,33.16772388315988
621,260821104237,2473,33.18169858393221
622,260821104652,2473,33.18169858393221
623,260821105107,2474,33.19567328470455
624,260821105522,2475,33.20964798547688
625,260821105937,2474,33.19567328470455
626,260821110352,2474,33.19567328470455
627,260821110807,2473,33.18169858393221
628,260821111222,2472,33.16772388315988
629,260821111637,2470,33.13977448161521
630,260821112052,2471,33.15374918238754
631,260821112507,2472,33.16772388315988
632,260821112922,2472,33.16772388315988
633,260821113337,2471,33.15374918238754
634,260821113752,2472,33.16772388315988
635,260821114208,2472,33.16772388315988
636,260821114623,2472,33.16772388315988
637,260821115038,2471,33.15374918238754
638,260821115453,2470,33.13977448161521
639,260821115908,2470,33.13977448161521
640,260821120323,2470,33.13977448161521
641,260821120738,2471,33.15374918238754
642,260821121153,2471,33.15374918238754
643,260821121608,2472,33.16772388315988
644,260821122023,2473,33.18169858393221
645,260821122438,2474,33.19567328470455
646,260821122853,2478,33.25157208779388
647,260821123308,2491,33.43324319783421
648,260821123723,2502,33.58696490632988
649,260821124138,2512,33.72671191405322
650,260821124553,2521,33.85248422100421
651,260821125008,2531,33.99223122872755
652,260821125423,2540,34.11800353567855
653,260821125838,2549,34.243775842629546
654,260821130253,2557,34.35557344880821
655,260821130708,2565,34.46737105498688
656,260821131123,2574,34.59314336193788
657,260821131538,2582,34.704940968116546
658,260821131953,2592,34.84468797583988
659,260821132408,2604,35.01238438510788
660,260821132823,2619,35.22200489669289
661,260821133238,2637,35.47354951059488
662,260821133653,2654,35.71111942372455
663,260821134108,2670,35.93471463608188
664,260821134523,2682,36.10241104534988
665,260821134938,2691,36.22818335230088
666,260821135353,2696,36.29805685616255
667,260821135808,2702,36.38190506079655
668,260821140223,2710,36.49370266697522
669,260821140638,2718,36.605500273153886
670,260821141053,2724,36.68934847778789
671,260821141508,2729,36.75922198164955
672,260821141923,2733,36.81512078473889
673,260821142338,2737,36.87101958782822
674,260821142754,2744,36.968842493234554
675,260821143209,2753,37.09461480018555
676,260821143624,2762,37.22038710713655
677,260821144039,2770,37.33218471331522
678,260821144454,2779,37.45795702026622
679,260821144909,2787,37.56975462644488
680,260821145324,2795,37.68155223262355
681,260821145739,2803,37.79334983880222
682,260821150154,2811,37.905147444980884
683,260821150609,2819,38.01694505115955
684,260821151024,2826,38.11476795656589
685,260821151439,2832,38.19861616119989
686,260821151854,2836,38.25451496428922
687,260821152309,2840,38.310413767378556
688,260821152724,2846,38.39426197201256
689,260821153139,2853,38.49208487741889
690,260821153554,2860,38.58990778282522
691,260821154009,2869,38.71568008977623
692,260821154424,2877,38.82747769595489
693,260821154839,2884,38.92530060136122
694,260821155254,2892,39.03709820753989
695,260821155709,2899,39.13492111294622
696,260821160124,2903,39.19081991603556
697,260821160539,2903,39.19081991603556
698,260821160954,2904,39.20479461680789
699,260821161409,2905,39.21876931758022
700,260821161824,2906,39.23274401835256
701,260821162239,2909,39.27466812066955
702,260821162654,2921,39.44236452993756
703,260821163109,2925,39.49826333302689
704,260821163524,2930,39.56813683688856
705,260821163939,2935,39.63801034075023
706,260821164354,2937,39.66595974229489
707,260821164809,2938,39.679934443067225
708,260821165224,2939,39.69390914383956
709,260821165639,2940,39.70788384461189
710,260821170054,2940,39.70788384461189
711,260821170509,2941,39.72185854538422
712,260821170924,2940,39.70788384461189
713,260821171340,2936,39.65198504152256
714,260821171755,2933,39.61006093920555
715,260821172210,2931,39.58211153766089
716,260821172625,2928,39.54018743534389
717,260821173040,2924,39.484288632254554
718,260821173455,2922,39.456339230709894
719,260821173910,2918,39.40044042762056
720,260821174325,2907,39.24671871912489
721,260821174740,2890,39.009148805995224
722,260821175155,2868,38.70170538900389
723,260821175610,2841,38.32438846815089
724,260821180025,2814,37.94707154729789
725,260821180440,2790,37.61167872876189
726,260821180855,2770,37.33218471331522
727,260821181310,2754,37.10858950095788
728,260821181725,2742,36.94089309168989
729,260821182140,2732,36.80114608396656
730,260821182555,2725,36.70332317856022
731,260821183010,2720,36.633449674698554
732,260821183425,2717,36.59152557238155
733,260821183840,2715,36.56357617083688
734,260821184255,2714,36.54960147006455
735,260821184710,2714,36.54960147006455
736,260821185125,2715,36.56357617083688
737,260821185540,2715,36.56357617083688
738,260821185955,2716,36.57755087160922
739,260821190410,2716,36.57755087160922
740,260821190825,2718,36.605500273153886
741,260821191240,2718,36.605500273153886
742,260821191655,2718,36.605500273153886
743,260821192110,2719,36.619474973926216
744,260821192525,2719,36.619474973926216
745,260821192940,2719,36.619474973926216
746,260821193355,2719,36.619474973926216
747,260821193810,2720,36.633449674698554
748,260821194225,2720,36.633449674698554
749,260821194640,2721,36.647424375470884
750,260821195055,2722,36.661399076243214
751,260821195510,2722,36.661399076243214
752,260821195926,2722,36.661399076243214
753,260821200341,2722,36.661399076243214
754,260821200756,2722,36.661399076243214
755,260821201211,2723,36.67537377701555
756,260821201626,2723,36.67537377701555
757,260821202041,2723,36.67537377701555
758,260821202456,2723,36.67537377701555
759,260821202911,2724,36.68934847778789
760,260821203326,2724,36.68934847778789
761,260821203741,2724,36.68934847778789
762,260821204156,2724,36.68934847778789
763,260821204611,2723,36.67537377701555
764,260821205026,2723,36.67537377701555
765,260821205441,2723,36.67537377701555
766,260821205856,2723,36.67537377701555
767,260821210311,2723,36.67537377701555
768,260821210726,2723,36.67537377701555
769,260821211141,2724,36.68934847778789
770,260821211556,2723,36.67537377701555
771,260821212011,2724,36.68934847778789
772,260821212426,2724,36.68934847778789
773,260821212841,2724,36.68934847778789
774,260821213256,2724,36.68934847778789
775,260821213711,2723,36.67537377701555
776,260821214126,2723,36.67537377701555
777,260821214541,2722,36.661399076243214
778,260821214956,2721,36.647424375470884
779,260821215411,2717,36.59152557238155
